Questionnaire;Département;q1;q2a_1;q2a_2;q2b_1;q2b_2;q2c_1;q2c_2;q3a;q3b;q3b1_1;q3b1_2;q3b1_3;q3b1_4;q3b1_5;q3b1_6;q3b1_7;q3b1_8;q3c;q4a_1;q4a_2;q4a_3;q4a_4;q4a_5;q4a_6;q4b_1;q4b_2;q4b_3;q4b_4;q4b_5;q4b_6;q4c_1;q4c_2;q4c_3;q4c_4;q4c_5;q4c_6;q5;q6;q7;q8;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q10;q11;q11b1;q11b2;q11b3;q11b4;q11b5;q11b6;q11b7;q11b8;q11b9;q11b10;q11b11;q11b12;q11b13;q12;q13;q13b_1;q13b_2;q13b_3;q13b_4;q13b_5;q13b_6;q13b_7;q14;q15;q16_1;q16_2;q16_3;q16_4;q16_5;q16_6;q17;q18;q18b;q19;q20parents_1;q20parents_2;q20parents_3;q20parents_4;q20parents_5;q20parents_6;q20enfants_1;q20enfants_2;q20enfants_3;q20enfants_4;q20enfants_5;q20enfants_6;q21;q21b;q22;q23;q23b;q23b_autre;s1;villesstd;classville;s2;ageaine;s4_1;s4_2;s4_3;s5;s5b;S6_1;age;s8_1;s9_1;s6_2;agecon;s8_2;S9_2;agemen;cspmen;cspgroup;classeage;classenbenfant;classeageaine;;;;;;
1435;2;2;2;2;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;2;2;1;5;5;2;1;1;1;4;4;1;1;1;1;3;3;1;4;4;4;3;1;1;0;1;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;0;0;1;2;995;3;1;1;1;1;1;3;2;2;2;2;3;3;1;1;4;2;995;;LE TRAIT;LETRAIT;3;2;10;997;997;997;1;999;2;34;1;5;1;34;2;5;34;5;3;2;2;2;;;;;;
1436;2;2;2;2;1;2;1;2;2;3;995;995;995;995;995;995;995;995;1;5;2;3;5;2;5;4;3;3;4;3;4;3;1;1;3;2;3;3;2;2;3;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;1;0;0;0;0;3;999;999;4;2;2;2;2;2;3;2;2;2;2;2;3;1;2;2;2;995;;EPREVILLE;EPREVILLE;3;2;8;997;997;997;1;999;2;29;1;4;1;29;1;4;29;4;2;1;2;2;;;;;;
1437;2;2;3;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;5;2;2;5;2;5;4;1;3;4;3;4;3;1;2;3;2;3;3;3;5;3;1;0;1;1;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;3;2;995;2;2;2;2;2;3;3;2;2;2;2;3;3;1;2;2;2;995;;ELETOT3;ELETOT3;3;3;11;997;997;997;1;999;2;35;1;6;1;35;1;6;35;6;3;2;3;2;;;;;;
1438;2;2;2;2;2;2;2;1;1;1;1;0;1;1;1;0;0;0;1;3;2;2;5;2;5;3;2;3;4;2;4;1;2;1;3;1;3;3;3;5;3;1;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;1;0;1;2;995;4;2;2;2;1;2;3;2;2;2;2;2;3;1;2;3;1;1;;VALMONT;VALMONT;3;2;5;997;997;997;1;2;2;33;1;5;1;33;1;5;33;5;3;2;2;1;;;;;;
1439;2;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;2;2;1;1;3;1;1;1;1;1;1;2;1;2;1;1;1;2;4;4;5;2;1;1;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;1;1;1;2;2;2;2;1;1;3;2;2;2;2;2;3;1;2;4;1;4;;DENESTANVILLE;DENESTANVILLE;3;2;21;5;1;997;1;999;2;47;1;4;1;47;999;4;47;4;2;3;2;4;;;;;;
1440;2;1;2;2;1;1;2;1;1;1;1;0;1;1;0;0;0;0;2;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;3;2;3;1;0;0;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;999;999;0;0;0;0;0;0;999;999;999;3;999;999;1;1;1;999;999;999;999;999;999;999;1;2;4;4;995;;BORDEAUX SAINT CLAIR;BORDEAUXSAINTCLAIR;3;1;23;6;997;997;1;2;2;54;1;5;1;54;1;5;54;5;3;4;1;4;;;;;;
1441;2;2;3;2;3;1;2;1;2;3;995;995;995;995;995;995;995;995;2;5;3;5;5;5;5;4;3;4;4;4;4;3;2;3;3;3;3;2;2;2;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;1;4;;LA HOUSSAYE BERANGER;LAHOUSSAYEBERANGER;3;1;2;997;997;997;1;999;2;31;1;5;1;31;1;5;31;5;3;2;1;1;;;;;;
1442;2;3;2;2;1;1;1;1;2;1;1;1;0;1;0;0;0;0;1;3;1;2;2;5;5;3;1;1;1;1;1;1;1;1;1;1;1;3;3;5;3;1;0;0;1;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;995;;LE HAVRE ROUELLE;LEHAVREROUELLE;1;2;21;6;3;997;1;999;2;43;1;5;1;43;1;5;43;5;3;3;2;4;;;;;;
1443;2;2;3;1;3;1;2;2;1;1;0;1;1;0;0;1;0;0;2;5;2;3;5;2;4;4;3;3;4;3;3;3;2;2;3;2;2;1;2;3;1;1;0;1;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;2;2;2;2;1;1;3;2;2;2;2;2;3;1;2;3;1;1;;SAINT PAER;SAINTPAER;3;2;8;997;997;997;1;999;1;34;1;5;2;34;1;5;34;5;3;2;2;2;;;;;;
1444;2;2;2;2;3;3;1;1;2;1;0;0;1;0;0;0;0;0;2;5;2;3;5;4;5;4;1;3;4;3;4;3;2;2;3;2;3;2;3;3;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;999;999;999;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;2;;MARTIGNY;MARTIGNY;3;2;9;997;997;997;1;999;2;31;1;6;1;31;1;6;31;6;3;2;2;2;;;;;;
1445;2;2;2;2;1;1;1;1;2;1;1;1;1;0;0;0;0;0;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;0;0;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;1;1;;TOURVILLE SUR ARQUES;TOURVILLESURARQUES;3;2;19;6;2;997;1;999;2;50;1;5;1;50;1;5;50;5;3;4;2;4;;;;;;
1446;2;1;2;1;1;1;1;2;1;1;0;1;0;0;0;1;0;0;1;2;3;2;3;3;2;1;1;3;3;3;3;1;1;1;1;1;1;2;3;1;3;0;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;1;0;0;0;0;0;1;2;995;4;2;2;2;1;999;999;2;2;2;1;3;3;1;2;3;1;1;;PENLY;PENLY;3;3;18;2;4;1;1;999;2;39;1;5;1;39;1;8;39;8;4;2;3;4;;;;;;
1447;2;4;2;3;1;1;1;1;3;1;0;1;1;1;0;0;0;0;1;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;3;3;1;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;1;2;995;4;2;2;2;2;1;999;2;2;2;2;2;999;1;2;4;1;4;;SAINT AUBIN SUR SCIE;SAINTAUBINSURSCIE;2;2;23;6;5;997;1;999;2;55;1;2;1;55;1;2;55;2;1;4;2;4;;;;;;
1448;2;2;3;2;3;1;1;1;1;1;1;0;0;1;1;0;0;0;1;5;2;5;999;5;5;4;1;4;4;4;4;3;1;3;3;3;3;3;3;5;2;1;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;2;2;0;0;0;1;0;0;3;999;999;3;2;2;2;2;2;2;999;999;999;999;999;999;1;2;4;1;1;;OFFRANVILLE;OFFRANVILLE;3;2;3;997;997;997;1;999;2;31;1;5;1;31;1;5;31;5;3;2;2;1;;;;;;
1449;2;2;3;2;3;3;2;2;1;3;995;995;995;995;995;995;995;995;2;5;1;1;5;4;1;4;3;2;3;3;2;3;2;2;3;2;2;3;4;4;2;1;1;0;1;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;3;2;995;2;2;1;2;1;1;2;2;1;2;1;1;2;1;1;4;1;1;;SAINT PIERRE DES JONQUIERES;SAINTPIERREDESJONQUIERES;3;4;19;4;997;997;1;2;2;38;1;6;1;38;1;6;38;6;3;2;4;4;;;;;;
1450;2;2;1;1;1;1;2;2;1;1;1;0;1;1;0;0;0;0;2;3;3;3;3;3;3;3;1;1;3;3;3;1;2;1;2;1;1;1;3;5;3;1;0;0;1;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;1;1;4;4;2;2;1;1;1;1;2;2;1;1;1;1;1;2;4;2;995;;LE HAVRE;LEHAVRE;1;5;23;6;6;6;1;2;2;54;2;8;1;54;2;8;54;8;4;4;4;4;;;;;;
1451;2;2;2;2;1;1;2;2;2;1;0;1;0;0;1;1;0;0;999;999;3;3;3;3;2;999;3;3;3;3;3;2;2;2;2;2;2;2;3;1;3;0;0;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;3;2;995;2;2;2;2;1;2;1;999;999;999;999;999;999;1;2;3;1;1;;LILLEBONNE;LILLEBONNE;2;3;20;6;5;1;1;1;2;50;1;4;1;50;1;4;50;4;2;4;3;4;;;;;;
1452;2;1;3;2;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;3;3;2;1;3;3;1;1;1;1;3;1;1;1;1;1;1;1;2;2;1;3;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;3;1;4;1;2;3;2;2;2;3;2;3;2;2;2;3;1;2;4;2;995;;NOTRE DAME DE GRAVENCHON;NOTREDAMEDEGRAVENCHON;3;2;20;5;2;997;1;2;2;47;2;8;1;47;1;8;47;8;4;3;2;4;;;;;;
1453;2;1;1;3;1;3;1;1;1;1;1;0;0;1;0;0;0;0;1;4;3;4;4;4;2;3;3;3;3;3;1;1;2;2;2;2;1;4;4;4;3;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;1;995;995;995;995;995;995;995;2;2;1;0;0;0;0;0;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;1;4;;INCHEVILLE;INCHEVILLE;3;3;16;2;997;997;1;999;1;39;2;8;2;39;2;8;39;8;4;2;3;3;;;;;;
1454;2;2;3;1;3;2;2;2;3;3;995;995;995;995;995;995;995;995;1;5;3;2;5;5;5;4;3;3;4;4;4;3;2;1;3;3;3;2;1;1;1;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;1;0;0;0;3;2;995;4;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;6;;SAINT PIERRE LES ELBEUF;SAINTPIERRELESELBEUF;2;2;8;997;997;997;1;2;2;33;1;5;1;33;1;5;33;5;3;2;2;2;;;;;;
1455;2;2;2;2;1;1;1;1;2;1;1;0;1;0;0;0;0;0;1;2;2;999;1;2;2;2;2;999;999;999;1;1;1;999;999;999;999;1;3;3;2;1;0;0;1;0;0;999;2;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;1;1;999;2;2;2;2;2;2;1;2;3;2;995;;LA CHAUSSEE;LACHAUSSEE;3;1;18;997;997;997;1;2;2;48;1;5;1;48;1;5;48;5;3;3;1;4;;;;;;
1456;2;2;999;2;1;1;1;1;2;1;1;0;0;1;0;0;0;0;2;999;2;1;1;3;2;2;3;2;2;3;3;1;999;1;1;3;1;3;3;5;3;1;0;0;1;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;2;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;4;2;995;;LE HAVRE;LEHAVRE;1;1;17;5;997;997;1;2;2;49;2;8;1;49;1;8;49;8;4;3;1;3;;;;;;
1457;2;2;999;999;3;1;2;2;2;3;995;995;995;995;995;995;995;995;2;5;3;3;5;5;3;4;3;3;4;4;3;3;1;1;3;3;1;2;2;2;3;0;1;0;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;3;2;995;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;2;995;;CLEON;CLEON;2;1;13;1;997;997;1;2;2;50;1;6;1;50;1;6;50;6;3;4;1;3;;;;;;
1458;2;2;3;2;1;1;1;1;2;1;1;1;0;1;0;0;1;0;1;3;1;3;5;2;1;3;1;3;4;3;1;2;1;2;3;2;1;3;3;5;2;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;1;4;3;1;1;1;1;2;3;2;2;2;2;2;3;1;2;2;1;3;;BRETTEVILLE DU GRAND CAUX;BRETTEVILLEDUGRANDCAUX;3;2;17;3;997;997;1;999;2;38;1;5;1;38;1;5;38;5;3;2;2;3;;;;;;
1459;2;2;2;2;1;1;1;1;2;1;1;1;0;0;0;0;0;0;1;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;5;2;0;0;0;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;999;995;995;995;995;995;995;995;999;2;0;0;0;0;0;1;999;2;995;2;3;3;3;3;3;3;3;3;3;3;3;3;1;2;2;2;995;;SASSETOT LE MAUCONDUIT;SASSETOTLEMAUCONDUIT;3;2;21;6;6;997;1;2;2;46;2;8;1;46;1;8;46;8;4;3;2;4;;;;;;
1460;2;1;2;1;1;1;1;1;2;1;1;1;1;0;1;0;0;0;1;999;2;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;999;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;999;999;;SOTTEVILLE LES ROUEN;SOTTEVILLELESROUEN;1;2;20;6;1;997;1;2;1;52;1;5;2;52;1;5;52;5;3;4;2;4;;;;;;
1461;2;2;1;1;3;1;2;2;2;1;1;1;1;0;0;0;0;1;2;1;2;1;2;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;3;0;0;0;1;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;2;995;2;2;2;1;2;2;999;2;2;2;2;2;2;1;2;3;1;6;;MONTIVILLIERS;MONTIVILLIERS;2;3;23;6;5;5;1;2;2;52;2;8;1;52;1;8;52;8;4;4;3;4;;;;;;
1462;2;2;2;2;1;1;1;1;2;1;1;0;0;1;0;0;0;0;2;2;2;3;2;2;2;2;2;3;2;2;2;2;1;2;2;1;1;1;1;1;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;999;1;0;1;0;0;0;0;1;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;4;;LILLEBONNE;LILLEBONNE;2;2;24;5;6;997;1;2;2;46;1;5;1;46;1;5;46;5;3;3;2;4;;;;;;
1463;2;2;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;3;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;2;3;0;0;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;1;0;3;2;995;4;2;2;2;2;2;999;999;999;999;999;999;3;1;2;3;4;995;;PAVILLY;PAVILLY;2;3;14;997;997;997;1;2;2;35;1;5;1;35;1;5;35;5;3;2;3;3;;;;;;
1464;2;1;2;2;1;1;2;2;1;1;1;0;1;1;0;0;0;0;999;5;2;2;5;5;5;3;3;3;4;4;4;2;2;2;3;3;3;2;4;5;2;1;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;2;995;4;1;2;2;1;3;3;2;2;2;2;3;3;1;2;3;2;995;;FECAMP;FECAMP;2;2;7;997;997;997;1;1;2;27;2;8;1;27;1;8;27;8;4;1;2;2;;;;;;
1465;2;2;3;2;3;3;2;2;1;1;1;0;1;0;0;0;0;0;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;2;3;2;3;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;0;0;3;2;995;4;2;2;2;1;1;999;2;2;2;3;3;999;1;2;3;3;995;;PISSY POVILLE;PISSYPOVILLE;3;2;22;6;6;997;1;999;2;51;1;4;1;51;2;4;51;4;2;4;2;4;;;;;;
1466;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;3;3;3;3;3;3;2;2;2;2;2;2;3;1;1;1;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;1;6;;LE HAVRE;LEHAVRE;1;3;15;3;1;997;1;999;1;37;1;6;2;37;2;6;37;6;3;2;3;3;;;;;;
1467;2;999;2;2;3;1;2;2;2;3;995;995;995;995;995;995;995;995;2;2;3;3;2;2;3;3;3;3;3;3;3;2;2;1;1;2;2;2;2;1;2;0;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;2;2;995;4;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;1;1;;SAINT AUBIN LES ELBEUF;SAINTAUBINLESELBEUF;2;2;19;5;997;997;1;1;1;48;1;5;2;48;1;5;48;5;3;3;2;4;;;;;;
1468;2;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;3;1;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;2;2;995;4;2;2;2;1;1;3;2;2;2;2;2;3;1;2;4;4;995;;FONTAINE LE BOURG;FONTAINELEBOURG;3;2;16;1;997;997;1;2;2;42;1;5;1;42;1;5;42;5;3;3;2;3;;;;;;
1469;2;1;4;3;3;3;2;2;1;2;0;0;0;0;0;0;0;0;1;5;2;5;5;5;5;4;2;3;4;3;4;3;1;3;3;2;3;3;3;3;3;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;1;0;0;0;0;3;2;995;2;2;2;2;2;2;2;999;999;999;999;999;999;1;2;4;1;4;;BACQUEVILLE EN CAUX;BACQUEVILLEENCAUX;3;2;4;997;997;997;1;999;2;36;1;5;1;36;1;5;36;5;3;2;2;1;;;;;;
1470;2;2;2;2;1;1;1;2;1;2;0;0;0;0;0;0;0;0;1;2;2;1;999;2;1;3;1;2;999;1;2;2;1;2;1;1;2;3;3;2;2;1;1;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;0;0;0;0;0;1;0;3;2;1;0;0;0;0;0;2;1;1;3;1;1;999;1;999;3;2;2;2;2;2;3;1;2;3;2;995;;SERQUEUX;SERQUEUX;3;4;17;2;1;997;1;1;2;39;2;8;1;39;1;8;39;8;4;2;4;3;;;;;;
1471;2;1;3;1;1;2;1;2;1;2;0;0;0;0;0;0;0;0;2;5;3;2;2;1;3;4;1;2;2;2;3;3;1;1;1;1;2;3;4;5;3;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;1;0;0;0;2;2;995;2;2;2;2;1;3;3;2;2;2;3;3;3;1;2;4;1;6;;NOTRE DAME DE BONDEVILLE;NOTREDAMEDEBONDEVILLE;1;3;11;1;997;997;1;999;2;43;1;4;1;43;1;4;43;4;2;3;3;2;;;;;;
1472;2;999;3;2;1;1;2;1;2;1;0;0;1;1;0;0;0;0;1;3;2;1;1;3;3;3;2;2;2;3;3;1;2;1;1;2;2;3;3;2;3;1;0;1;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;3;;ELBEUF SUR SEINE;ELBEUFSURSEINE;3;2;13;997;997;997;1;999;1;39;1;5;2;39;1;5;39;5;3;2;2;3;;;;;;
1473;2;2;3;1;3;3;1;2;3;3;995;995;995;995;995;995;995;995;2;5;3;3;5;3;5;4;3;3;4;3;4;3;2;2;3;2;3;2;2;2;3;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;1;0;0;2;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;2;999;2;995;;CLERES;CLERES;3;2;12;997;997;997;1;2;1;41;1;5;2;41;1;5;41;5;3;3;2;3;;;;;;
1474;2;1;3;3;1;1;1;1;1;1;0;0;1;0;0;0;1;0;1;5;1;1;5;3;5;4;1;2;4;3;4;3;1;2;3;3;3;2;2;5;2;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;0;0;999;999;999;999;2;2;2;2;2;3;2;2;2;2;2;3;1;2;1;999;999;;FESQUES;FESQUES;3;3;7;997;997;997;1;999;2;34;1;5;1;34;1;5;34;5;3;2;3;2;;;;;;
1475;2;3;3;1;1;1;2;1;2;1;0;0;1;1;0;0;0;0;999;3;2;2;5;2;3;3;1;3;4;2;3;1;2;2;3;2;2;3;3;5;3;1;0;0;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;3;2;0;0;0;0;1;0;2;2;995;4;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;1;;NEUVILLE LES DIEPPE;NEUVILLELESDIEPPE;3;3;7;997;997;997;1;999;2;34;1;3;1;34;1;3;34;3;1;2;3;2;;;;;;
1476;2;1;2;1;3;2;2;1;1;1;1;0;1;0;0;0;0;0;1;2;2;1;5;3;2;2;1;2;2;2;3;1;1;1;2;3;1;3;3;2;2;0;0;0;0;0;1;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;0;0;0;1;0;3;2;995;2;1;1;2;1;2;3;1;1;2;1;2;3;1;2;4;999;999;;LA BOUILLE;LABOUILLE;3;2;11;1;997;997;1;2;2;39;1;5;1;39;1;5;39;5;3;2;2;2;;;;;;
1477;2;1;3;1;1;1;1;1;2;1;0;1;0;1;0;0;0;0;2;2;1;1;3;1;3;2;2;2;2;2;1;1;2;2;2;2;1;4;3;5;3;1;1;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;0;0;0;0;0;1;0;4;1;0;0;0;1;0;0;3;2;995;3;2;1;1;1;1;999;2;2;2;2;2;3;1;1;3;1;7;Sans condition de ressources pour tout le monde;SAINT QUENTIN AU BOSC;SAINTQUENTINAUBOSC;3;2;9;997;997;997;1;999;1;31;2;8;2;31;1;8;31;8;4;2;2;2;;;;;;
1478;2;1;2;2;1;1;2;1;1;1;0;0;1;1;0;0;0;0;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;5;2;0;1;1;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;2;2;995;4;1;1;1;2;1;1;2;2;2;2;2;3;1;1;4;2;995;;MALAUNAY;MALAUNAY;2;2;22;6;6;997;1;1;2;47;2;8;1;47;1;8;47;8;4;3;2;4;;;;;;
1479;2;2;3;3;1;3;2;2;2;1;1;0;0;0;0;0;0;0;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;3;1;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;2;2;995;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;3;4;995;;ROUEN;ROUEN;1;3;23;6;6;6;1;1;2;53;1;4;1;53;2;4;53;4;2;4;3;4;;;;;;
1480;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;995;;GRAND QUEVILLY;GRANDQUEVILLY;1;2;19;6;3;997;1;999;1;54;1;5;2;54;1;5;54;5;3;4;2;4;;;;;;
1481;2;1;2;2;1;1;1;1;1;3;995;995;995;995;995;995;995;995;1;5;1;2;5;1;1;4;1;1;4;1;1;3;1;1;1;1;1;3;3;5;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;1;0;0;0;2;2;995;4;2;2;1;1;1;3;2;2;2;3;3;3;1;1;3;1;1;;GRAND QUEVILLY;GRANDQUEVILLY;1;2;2;997;997;997;1;999;1;30;1;6;2;30;1;6;30;6;3;2;2;1;;;;;;
1482;2;1;2;2;1;1;2;1;1;999;1;0;0;1;0;0;0;0;1;3;1;2;5;2;2;3;2;2;4;2;1;1;2;1;1;1;1;3;3;2;3;1;0;1;1;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;0;1;2;2;995;3;2;1;1;2;1;3;2;2;2;2;2;3;1;2;4;1;4;;DEVILLE LES ROUEN;DEVILLELESROUEN;1;2;15;2;997;997;1;999;2;42;1;5;1;42;1;5;42;5;3;3;2;3;;;;;;
